NFC解锁注意事项		解锁车辆解锁车外解锁智能钥匙解锁进入车辆之前,您需要使用智能钥匙解锁车辆。当智能钥匙电量显示为蓝色或绿色(电量高于20%)时,智能钥匙的有效使用范围为车外10米以内。智能钥匙的按钮及功能如下:14?31.车辆解锁按钮车辆为p挡时,短按此按钮可解锁车辆,解锁后车辆两侧转向灯将闪烁三次以提示解锁成功,解锁成功后车外门把手自动弹出。通过智能钥匙解锁四个车门后,无需钥匙即可从外部打开尾门。先短按解锁按钮,在3秒内进行第二次长按(保持1.5秒)可同时打开全部车窗、天窗及遮阳帘;车窗、天窗及遮阳帘运动过程中放开解锁键则车窗、天窗及遮阳帘停留在当前位置。面,点击门窗>钥匙解锁模式,选择“全车解锁”,则只需按一次钥匙解锁键则可同时解““,次按下解锁键可解锁其余三个车门。2.车辆上锁按钮车辆挂p挡,关闭所有车门(包括前盖及尾门)后,短按此按钮可实现全车上锁,全车上锁后两侧转向灯将闪烁一次并且喇叭鸣响一次以提示上锁成功,上锁成功后车外门把手收回,外后视镜自动折叠(在中控屏下方控制栏最左侧进入设置页面,点击驾驶>后视镜>锁车自动折叠,设置外后视镜自动折叠)。上锁后尾门仅可通过智能钥匙从外部打开。您可以通过中控屏设置喇叭提示音的打开/关闭,在中控屏下方控制栏最左侧进入设置页面,点击声音>提示音>锁车提示音。4	0
NFC解锁注意事项		解锁先短按上锁按钮,在3秒内进行第二次长按(保持1.5秒)可同时关闭全部车窗、天窗及遮阳帘;车窗、天窗及遮阳帘运动过程中放开上锁键则车窗、天窗及遮阳帘停留在当前位置。3.尾门打开按钮尾门打开状态时,再次重复上述操作可关闭尾门。4.3智能钥匙电量指示灯智能钥匙的电量可以通过环形指示灯的颜色显示:蓝色表示电量大于70%,绿色表示电量为20%~70%,红色表示电量小于20%。5.寻车按钮车辆处于非驾驶状态且有效智能钥匙距离车辆10米以内时,您可以按下此按钮并保持3秒钟以上(或者3秒钟内连续按下两次),将启动寻车功能,转向灯及喇叭均发出提示。5秒钟后再次按下此按钮将解除寻车提示,否则此寻车功能将在10秒钟后自动关闭。警告在您离开车辆时如果有人或宠物留在车内,请务必携带智能钥匙,钥匙留在车内可能造成车内人员意外伤害。注意智能钥匙为电子零件,请避免撞击、拆卸或放置于高温、潮湿及强烈震动的场所。·若您将有效的智能钥匙留在车内,下车后使用另一把有效的智能钥匙、手机app或fc从车外对车辆进行上锁后,车内的智能钥匙将失效。再次使用有效的智能钥匙或手机app解锁车辆后,车内智能钥匙的功能即可恢复。如果在解锁后30秒内未打开任何车或尾,所有车及尾都自动重新上锁。·若钥匙遗失或损坏,请立即联系蔚来汽车服务中心,携带当前所有钥匙进行钥匙的解/授权操作,申领新的钥匙。若长时间静置智能钥匙,请每隔一段时间(约两个月)为智能钥匙充电以保持钥匙性能·禾的良好。说明为防止儿童玩耍钥匙解锁功能,若在10秒钟内连续按压上锁或解锁按钮达到9次,15秒内智能钥匙仅可解锁一次车辆且无法上锁车辆。智能钥匙与账户绑定首次激活车辆并通过校验时,智能钥匙默认绑定车主账户。后续使用钥匙解锁车辆时将自动加载车主账户数据。5	0
NFC解锁注意事项		解锁车主可以使用手机app钥匙管理界面将智能钥匙与被授权账户进行绑定,后续当被授权用户使用对应的智能钥匙解锁车辆时,自动加载绑定的被授权账户内容。车主可在手机app上看到绑定账户信息以及进行解除绑定。绑定成功或解除绑定后,车主及被绑定账户均会收到短信及手机app提示。说明只有车主能够修改智能钥匙与账户的绑定关系。其他蔚来账户必须先被授权,方可被绑定到智能钥匙上。:若车主停止授权,则被授权用户与智能钥匙的绑定关系同步自动解除。辆将自动加载被授权用户信息。为智能钥匙充电可通过智能钥匙上的电量指示灯查看智能钥匙电量状态。当智能钥匙电量不足时(环形电量指示灯为红色时),可使用中控无线充电板或家用无线充电装置(充电规格为wpcqi)为智能钥匙充电。在中控屏下方控制栏最左侧进入设置页面,点击连接>无线充电,选择开启无线充电功能,开启后可显示当前充电状态。以下情况时中控无线充电板的无线充电将不可用:1.爱车处于软件升级状态。2.爱车处于防盗警报系统开启状态(即由外部全车上锁)。3.充电过程错误或车辆供电电压过低。6	0
NFC解锁注意事项		解锁注意智能钥匙电量不足时将会影响到遥控解锁车辆功能,此时可尝试靠近车辆进行解锁,若未成功解锁请使用其他方式(如手机app或物理应急钥匙)进行解锁。注意智能钥匙的功能将会受到周围无线电波的干扰,需将其他电子设备(如手机、电脑、平板等)离开钥匙至少30厘米。说明无线充电功能开启后,若有金属物品(如普通钥匙或硬币)放置在无线充电板处,将会影响充电效果。智能钥匙或手机等在长时间充电后会发热,此为正常现象。充电设备充满电后请勿继续放置在充电板上,以免引起过热问题。请勿同时对两个及以上设备进行无线充电。无钥匙解锁当您随身携带有效的智能钥匙时(如口袋或包里),可通过按下任一外门把手相应的部位实现解锁操作,此时无需取出钥匙。说明进行无钥匙解锁操作时,车辆需挂p挡且车门、前盖及尾门均关上。警告为避免心脏起搏器和无钥匙解锁系统的天线相互干扰,体内植入心脏起搏器的人员应确保与车内天线保持22厘米以上的距离。车内天线位置如下:7	0
NFC解锁注意事项		解锁1.中央扶手杯托下方安全箱后方车身左侧地板下方4.车身右侧地板下方车身后部6.后备箱下方近车自动解锁您可在携带有效的钥匙时实现近车自动解锁,此时无需拿出钥匙,只需走近车辆b柱1.4米范围内,车辆可实现自动解锁。您可以通过中控屏设置近车自动解锁的打开/关闭,在中控屏下方控制栏最左侧进入设置页面,点击门窗>近车自动解锁。手机app解锁当您距离车辆较远时,能在手机app“爱车”页面下,点击“门锁”按键即可远程执行车门的解锁。使用手机app解锁需满足下列条件:1.用户必须为车主或车主授权用户。2.车辆挂p挡且车门关闭。车辆需连接至网络。说明如果用户因故无法使用手机app执行解锁操作,可以呼叫蔚来汽车服务中心400-999-6699寻求帮助。8	0
NFC解锁注意事项		解锁手机蓝牙解锁启动手机开启蓝牙解锁启动功能,无需携带智能钥匙,仅使用手机即可享受轻松快速的解闭锁和驾驶体验。您首先需要在手机app爱车>设置>蓝牙解锁启动界面创建蓝牙解锁启动服务。开启蓝牙解锁启动服务后打开手机蓝牙功能,并靠近已解锁车辆,将车辆蓝牙与手机蓝牙进行匹配,激活手机蓝牙解锁启动服务。激活成功后即可止常使用手机蓝牙解锁启动功能,爱车页面上方可查看到此时手机蓝牙解锁启动功能正常连接至车辆,此时手机蓝牙解锁启动功能可代替智能钥匙,对车辆进行解锁及上锁操作。后续使用已激活配对过的手机蓝牙解锁启动功能接近车辆时,将自动连接车辆。您可以在钥匙管理界面方便地管理手机蓝牙解锁启动服务,进行删除操作。车辆为驻车状态时,开启手机蓝牙解锁启动且距离车辆蓝牙连接范围内(约30-70米),蓝牙解锁启动可实现的功能有:在手机app爱车界面点击解锁\上锁按键,即可对车辆进行解锁及上锁操作,门把手自动弹出。使用蓝牙解锁启动功能成功解锁车辆后,关闭主驾车门就座后可踩制动踏板进行车辆启动。·可按压后备箱开关或手机app爱车界面进行后备箱的打开和关闭。注意如因蓝牙连接问题导致手机蓝牙解锁或上锁失败,请重新恢复蓝牙连接后再次进行解锁或上锁操作。使用蓝牙解锁启动功能进行车辆启动时,如遇手机蓝牙与车辆蓝牙连接失效,请重新连接蓝牙后再次尝试。手机蓝牙解锁启动功能的启动状态跟随手机进行记忆,若更换新的手机,则需要重新创建新的蓝牙解锁启动服务,自动对旧手机上的蓝牙解锁启动服务进行禁用。重新登录账户,则需要重新激活蓝牙解锁启动服务。车主同授权用户均可创蓝牙解锁启动服务,但车辆充许配对的蓝牙解锁启动服务有数目限制。nfc解锁您或授权用户还可以使用带有nfc功能的手机或nfc卡片进行车辆解锁,此时尾门可由外部打开。使用手机解锁步骤如下:9	0
NFC解锁注意事项		解锁1.在手机app进入爱车>车辆信息>nfc钥匙,安装“蔚来nfc钥匙”app后选择开启“本机nfc钥匙”,开启nfc钥匙功能后可在“爱车”界面左上角看到“nfc”标志。2.开启手机的nfc功能,设置蔚来为默认付款应用。3.保持手机屏幕处于解锁状态,将手机nfc感应区贴近主驾驶侧b柱nfc感应区,app显示“正在使用nfc钥匙”,解锁成功后门把手即可自动弹出。使用nfc卡片贴近主驾驶侧b柱nfc感应区,停留1o秒左右车辆即可自动解锁,解锁成功后门把手即可自动弹出。注意nfc功能的检测距离小于10mm,建议将手机或nfc卡片贴近nfc识别处上方并稍作停留,以进行nfc解锁操作。·1使用nfc功能解锁后仍可使用其他方式上锁车辆(如智能钥匙或物理应急钥匙),建议随身携带智能钥匙。请妥善保管nfc卡片,避免遗失。避免撞击、弯折卡片或将卡片放置于高温、潮湿及·强烈震动的场所。·车辆升级过程中无法使用nfc功能,请随身携带智能钥匙以进行解锁。手机解锁过程中,若未成功获取到有效的nfc钥匙,请重新登录手机app下载nfc钥匙;若未检测到授权钥匙,请确认车辆为当前账号对应车辆,重新开启nfc钥匙功能并解锁手机屏幕,再次进行nfc解锁功能。若仍然无法进行nfc解锁操作,请联系蔚来汽车服务中心。车内解锁中控锁解锁您可使用车内中控锁按键解锁车辆。10	0
NFC解锁注意事项		解锁车辆处于全车解锁状态且所有车门关闭时,按下中控锁按键可上锁车辆,中控屏显示车辆上锁状态,按键上led灯点亮绿色。车辆处于全车上锁状态(非外部上锁)或仅驾驶员侧车门解锁时,按下中控锁按键可解锁车辆,中控屏显示车辆解锁状态,按键上led灯熄灭。驻车自动解锁您的车辆还可以在不使用中控锁的情况下实现驻车自动解锁。后,将挡位由其他挡位挂至p挡后,车辆可执行自动解锁,解锁后尾门无需钥匙即可从外部打开。您可以通过中控屏设置驻车自动解锁的解锁范围:在中控屏下方控制栏最左侧进入设置页面,点击门窗>驻车解锁。选择“全车解锁”,则可自动解锁全车车门,同时尾门允许从外打开;··选择“主驾车门解锁”,则仅解锁驾驶员侧车门;·选择关闭”,则驻车自动解锁功能关闭。授权解锁若您将车辆借给他人使用时,可通过授权给nio注册用户使用您的车辆。被授权用户可使用nfc钥匙或手机app经验证后在授权范围内使用车辆。车主授权操作您可在手机app设置页面或中控屏左上角点击个人头像>账户设置,输入车辆手势密码,可进入授权管理页面。您可通过输入手机号码、使用蓝牙同步通讯录来自行添加被授权人及设置相应的授权功能,添加的被授权人最多为九个。设置授权后,点击被授权人头像或昵称,即可查看当前被授权11	0
NFC解锁注意事项		解锁人详情以及被授权的功能(如媒体、视频、安全箱等)。若当前授权已生效,还可更改授权功能或停止授权。被授权用户仅可在授权的功能范围内进行操作,不可进行授权管理、设置访客模式。车辆上锁后,您可以使用智能钥匙解锁并进入车辆,自动重新登录为车主账户。说明出于安全考虑,当被授权人正在行驶中,停止授权需等被授权人停车并锁车后解除授权才可正式生效。说明若添加的被授权用户为蔚来账号用户时,则添加授权过程完成后授权即时生效;若添加的被授权用户为非蔚来账号用户时,需等此用户注册好蔚来账号后授权方可生效。被授权用户解锁被授权用户可通过nfc钥匙或远程手机app方式解锁进入车辆,点击中控屏个人头像即可显示被授权用户的账户信息与授权功能:·nfc解锁:开启本机nfc钥匙后将手机贴近左侧车身中部区域。·远程手机app解锁:在手机app上“爱车”页面点击门锁”访客模式若您需要通过借智能钥匙的方式借车给别人时,您可以在中控屏点击个人头像设置访客模式,保护自己的隐私(如导航历史,电话本,视频,照片等),访客模式下仅可使用空调,天气、导航(无历史、收藏等个人信息)等默认车辆功能。当您设置访客模式后,用车人使用智能钥匙解锁进入车辆后将呈现访客模式下的功能;若要退出访客模式,需要输入车辆手势密码解除访客模式设置。注意1.仅在非驾驶状态可设置访客模式。2.智能钥匙绑定车主账户而您未设置访客模式,用户使用此钥匙进入车辆后将自动登录车主账户,并以车主权限操作车辆。服务授权您或授权用户可通过手机app向蔚来汽车服务中心发起请求,服务中心通过后台管理服务人员并授权其临时使用车辆进行对应的服务(如一键加电服务),服务完成后蔚来汽车服务中心将收回对应的服务权限。12	0
NFC解锁注意事项		解锁服务授权人员获得授权后,在指定的授权时间及授权功能范围内,可通过nfc方式解锁车辆进入车内,中控屏显示服务授权用户账户信息与可操作内容。服务授权人员不可进行授权管理、设置访客模式、钥匙绑定、切换账户等操作。注意服务结束后车门及尾门应该全部上锁,如果没有上锁则手机app将通知您,提醒您及时进行上锁。应急解锁车外应急解锁当您无法使用上述常规车外解锁方式解锁车辆时,可使用物理应急钥匙解锁主驾驶侧车门,其余车门同时解锁。注意请将物理应急钥匙带出车外并妥善保管,以备紧急解锁或上锁时使用。物理应急钥匙的使用方法如下:1.按住主驾驶侧车外门把手前部区域即可展开车外门把手。2.一只手拉住展开的外门把手,同时另一只手将物理应急钥匙插入外门把手内的钥匙孔内,顺时针旋转即可解锁驾驶侧车门。13	0
